date,flag,vessels_fishing,fishing_hours
2012-04-12,NCH,1278,20897.6040278
2012-04-13,NCH,1247,19867.0956944
2012-04-14,NCH,1155,19183.79375
2012-04-15,NCH,1136,18588.5577778
2012-04-16,NCH,1211,19577.4354167
2012-04-17,NCH,1195,19873.5113889
2012-04-18,NCH,1129,18895.32375
2012-04-19,NCH,1135,19149.1438889
2012-04-20,NCH,1084,18916.7406944
2012-04-21,NCH,1062,18837.28625
2012-04-22,NCH,1067,18886.7593056
2012-04-23,NCH,1100,18842.5280556
2012-04-24,NCH,1164,19358.2481944
2012-04-25,NCH,1136,19537.9983333
2012-04-26,NCH,1134,19764.5777778
2012-04-27,NCH,1085,18548.7795833
2012-04-28,NCH,1053,18609.3531944
2012-04-29,NCH,1046,18411.085
2012-04-30,NCH,1072,17765.9705556
2012-05-01,NCH,1099,18364.4663889
2012-05-02,NCH,1188,19873.8154167
2012-05-03,NCH,1180,19286.0536111
2012-05-04,NCH,1074,18519.1965278
2012-05-05,NCH,996,17364.345
2012-05-06,NCH,971,17033.3731944
2012-05-07,NCH,1092,18262.4381944
2012-05-08,NCH,1125,18958.9302778
2012-05-09,NCH,1112,18878.24375
2012-05-10,NCH,1111,18344.2708333
2012-05-11,NCH,1075,18566.1256944
2012-05-12,NCH,1029,18656.3679167
2012-05-13,NCH,1028,17903.1394444
2012-05-14,NCH,1116,18565.2916667
2012-05-15,NCH,1193,19901.8586111
2012-05-16,NCH,1180,20191.1205556
2012-05-17,NCH,1137,19764.0990278
2012-05-18,NCH,1121,18905.5359722
2012-05-19,NCH,1072,19286.6613889
2012-05-20,NCH,1089,19261.2155556
2012-05-21,NCH,1199,20561.7877778
2012-05-22,NCH,1199,20684.4413889
2012-05-23,NCH,1214,20959.5569444
2012-05-24,NCH,1212,20864.43125
2012-05-25,NCH,1086,19195.5208333
2012-05-26,NCH,1030,18708.3441667
2012-05-27,NCH,1022,18216.2813889
2012-05-28,NCH,1137,20318.0344444
2012-05-29,NCH,1184,19850.0741667
2012-05-30,NCH,1171,20114.8558333
2012-05-31,NCH,1137,19074.2947222
2012-06-01,NCH,1043,17986.6423611
2012-06-02,NCH,952,17600.2091667
2012-06-03,NCH,941,16523.9831944
2012-06-04,NCH,1097,18211.0863889
2012-06-05,NCH,1091,18920.8122222
2012-06-06,NCH,1030,18167.4529167
2012-06-07,NCH,1063,18094.1456944
2012-06-08,NCH,1100,17865.4154167
2012-06-09,NCH,1073,19127.7605556
2012-06-10,NCH,1113,19990.28
2012-06-11,NCH,1308,21969.8927778
2012-06-12,NCH,1295,21744.4395833
2012-06-13,NCH,1293,21678.3365278
2012-06-14,NCH,1254,21036.6575
2012-06-15,NCH,1169,20488.1930556
2012-06-16,NCH,1127,20163.6227778
2012-06-17,NCH,1149,20845.4747222
2012-06-18,NCH,1333,22852.3525
2012-06-19,NCH,1380,23270.9434722
2012-06-20,NCH,1350,22185.2330556
2012-06-21,NCH,1257,21132.7719444
2012-06-22,NCH,1125,19400.5759722
2012-06-23,NCH,1095,19615.1594444
2012-06-24,NCH,1139,19313.6356944
2012-06-25,NCH,1259,21033.4377778
2012-06-26,NCH,1320,22247.0941667
2012-06-27,NCH,1330,22012.2259722
2012-06-28,NCH,1288,20969.2209722
2012-06-29,NCH,1165,19495.4579167
2012-06-30,NCH,1153,20846.8681944
2012-07-01,NCH,1150,20293.6681944
2012-07-02,NCH,1204,19734.0351389
2012-07-03,NCH,1239,21046.5911111
2012-07-04,NCH,1257,21337.3865278
2012-07-05,NCH,1229,19954.8620833
2012-07-06,NCH,1190,20061.8030556
2012-07-07,NCH,1187,21503.7783333
2012-07-08,NCH,1260,21753.5919444
2012-07-09,NCH,1363,22666.1058333
2012-07-10,NCH,1271,21769.9488889
2012-07-11,NCH,1299,21492.9334722
2012-07-12,NCH,1231,20683.8622222
2012-07-13,NCH,1162,19472.1740278
2012-07-14,NCH,1116,18919.8373611
2012-07-15,NCH,1152,20009.0352778
2012-07-16,NCH,1254,21506.7551389
2012-07-17,NCH,1325,21979.4581944
2012-07-18,NCH,1345,22127.5873611
2012-07-19,NCH,1238,21308.4191667
2012-07-20,NCH,1195,20713.1741667
2012-07-21,NCH,1145,20225.0438889
2012-07-22,NCH,1156,20175.9638889
2012-07-23,NCH,1319,21630.9658333
2012-07-24,NCH,1396,22765.21375
2012-07-25,NCH,1480,23792.1580556
2012-07-26,NCH,1454,23035.8245833
2012-07-27,NCH,1349,21787.0983333
2012-07-28,NCH,1185,20813.9461111
2012-07-29,NCH,1178,20189.5659722
2012-07-30,NCH,1343,22000.0323611
2012-07-31,NCH,1356,22150.3523611
2012-08-01,NCH,1347,21846.8806944
2012-08-02,NCH,1311,21799.9522222
2012-08-03,NCH,1220,20540.3016667
2012-08-04,NCH,1131,19729.3736111
2012-08-05,NCH,1197,20515.5893056
2012-08-06,NCH,1352,21720.7666667
2012-08-07,NCH,1335,21560.8238889
2012-08-08,NCH,1421,22246.5311111
2012-08-09,NCH,1428,23387.3220833
2012-08-10,NCH,1359,22370.1488889
2012-08-11,NCH,1254,22506.46125
2012-08-12,NCH,1292,21342.8794444
2012-08-13,NCH,1475,24240.1119444
2012-08-14,NCH,1470,23733.3766667
2012-08-15,NCH,1485,24689.0986111
2012-08-16,NCH,1443,22594.1081944
2012-08-17,NCH,1366,22408.9195833
2012-08-18,NCH,1330,22908.4776389
2012-08-19,NCH,1365,23380.2498611
2012-08-20,NCH,1560,23896.5818056
2012-08-21,NCH,1523,24612.5094444
2012-08-22,NCH,1479,23741.5713889
2012-08-23,NCH,1512,24329.3970833
2012-08-24,NCH,1415,23747.2515278
2012-08-25,NCH,1351,22861.5845833
2012-08-26,NCH,1381,24234.5534722
2012-08-27,NCH,1495,24258.0890278
2012-08-28,NCH,1473,24159.6913889
2012-08-29,NCH,1545,25365.9823611
2012-08-30,NCH,1512,24896.5801389
2012-08-31,NCH,1399,24021.5552778
2012-09-01,NCH,1358,23410.195
2012-09-02,NCH,1380,23658.6430556
2012-09-03,NCH,1543,24636.6206944
2012-09-04,NCH,1518,24177.7273611
2012-09-05,NCH,1493,23443.9723611
2012-09-06,NCH,1600,25551.1331944
2012-09-07,NCH,1532,25485.90375
2012-09-08,NCH,1494,25900.4009722
2012-09-09,NCH,1560,24610.1255556
2012-09-10,NCH,1567,24932.6315278
2012-09-11,NCH,1614,25433.8886111
2012-09-12,NCH,1604,25229.4740278
2012-09-13,NCH,1536,24145.0505556
2012-09-14,NCH,1441,24429.1731944
2012-09-15,NCH,1311,23297.1534722
2012-09-16,NCH,1385,23402.1965278
2012-09-17,NCH,1613,24865.2791667
2012-09-18,NCH,1628,26157.2666667
2012-09-19,NCH,1587,25417.5116667
2012-09-20,NCH,1629,25226.8011111
2012-09-21,NCH,1511,24530.1034722
2012-09-22,NCH,1365,23178.5611111
2012-09-23,NCH,1405,23266.18875
2012-09-24,NCH,1483,23922.8875
2012-09-25,NCH,1491,23997.7994444
2012-09-26,NCH,1587,25359.7148611
2012-09-27,NCH,1549,24884.9131944
2012-09-28,NCH,1441,23663.8147222
2012-09-29,NCH,1357,23724.4748611
2012-09-30,NCH,1361,23410.6140278
2012-10-01,NCH,1626,25456.8763889
2012-10-02,NCH,1643,26057.7333333
2012-10-03,NCH,1581,25110.2855556
2012-10-04,NCH,1614,25261.2881944
2012-10-05,NCH,1550,25292.5161111
2012-10-06,NCH,1460,24679.8934722
2012-10-07,NCH,1416,23766.0969444
2012-10-08,NCH,1532,24446.8801389
2012-10-09,NCH,1502,23935.7565278
2012-10-10,NCH,1571,25251.6038889
2012-10-11,NCH,1589,24707.3652778
2012-10-12,NCH,1467,23782.1163889
2012-10-13,NCH,1373,23431.5298611
2012-10-14,NCH,1351,23104.0193056
2012-10-15,NCH,1400,18754.6558333
2012-10-16,NCH,1131,14884.0227778
2012-10-17,NCH,1774,22788.2086111
2012-10-18,NCH,2059,30937.0518056
2012-10-19,NCH,2037,31142.6833333
2012-10-20,NCH,1864,30957.0794444
2012-10-21,NCH,1700,27621.8640278
2012-10-22,NCH,2214,32556.7866667
2012-10-23,NCH,2289,34351.7351389
2012-10-24,NCH,2255,33481.4698611
2012-10-25,NCH,1990,29340.89625
2012-10-26,NCH,1749,27111.69125
2012-10-27,NCH,1502,24966.2340278
2012-10-28,NCH,1540,26107.0016667
2012-10-29,NCH,2206,31662.245
2012-10-30,NCH,2398,35913.2897222
2012-10-31,NCH,2163,30939.0254167
2012-11-01,NCH,1816,27313.8348611
2012-11-02,NCH,1744,27495.9495833
2012-11-03,NCH,1797,28095.2675
2012-11-04,NCH,1768,28775.0148611
2012-11-05,NCH,2497,36287.8756944
2012-11-06,NCH,2619,38247.7394444
2012-11-07,NCH,2566,37545.7983333
2012-11-08,NCH,2459,34519.0777778
2012-11-09,NCH,2267,32339.0475
2012-11-10,NCH,1751,26413.0445833
2012-11-11,NCH,1709,25655.85875
2012-11-12,NCH,2360,32959.7444444
2012-11-13,NCH,2730,38413.045
2012-11-14,NCH,2639,38311.8973611
2012-11-15,NCH,2496,35841.0330556
2012-11-16,NCH,2252,32925.4279167
2012-11-17,NCH,1817,29226.3138889
2012-11-18,NCH,1762,27317.8983333
2012-11-19,NCH,2401,33539.5201389
2012-11-20,NCH,2420,34946.3958333
2012-11-21,NCH,2318,33780.6875
2012-11-22,NCH,2261,31550.8265278
2012-11-23,NCH,2143,30057.9772222
2012-11-24,NCH,1754,29010.2815278
2012-11-25,NCH,1786,27994.6719444
2012-11-26,NCH,2229,31766.9286111
2012-11-27,NCH,2387,33448.1959722
2012-11-28,NCH,2165,31823.7919444
2012-11-29,NCH,2139,30697.80125
2012-11-30,NCH,1994,28710.6093056
2012-12-01,NCH,1734,27664.7255556
2012-12-02,NCH,1743,27359.7459722
2012-12-03,NCH,2166,31159.0515278
2012-12-04,NCH,2006,29153.3423611
2012-12-05,NCH,2050,29447.31375
2012-12-06,NCH,2100,29931.5983333
2012-12-07,NCH,1912,27184.1440278
2012-12-08,NCH,1732,25980.6959722
2012-12-09,NCH,1597,25279.4441667
2012-12-10,NCH,2172,30357.2627778
2012-12-11,NCH,2321,33105.8941667
2012-12-12,NCH,2448,35355.4826389
2012-12-13,NCH,2316,32502.5388889
2012-12-14,NCH,1810,25891.5529167
2012-12-15,NCH,1491,23494.0829167
2012-12-16,NCH,1567,24050.7813889
2012-12-17,NCH,2072,29440.2206944
2012-12-18,NCH,2064,28916.05
2012-12-19,NCH,1874,25463.0973611
2012-12-20,NCH,1714,23805.7770833
2012-12-21,NCH,1480,21544.6106944
2012-12-22,NCH,1194,18421.8102778
2012-12-23,NCH,1002,16016.1261111
2012-12-24,NCH,949,14906.4026389
2012-12-25,NCH,922,14909.5027778
2012-12-26,NCH,1171,17582.1340278
2012-12-27,NCH,1410,20102.2590278
2012-12-28,NCH,1376,19772.4068056
2012-12-29,NCH,1050,16241.24875
2012-12-30,NCH,917,14835.6072222
2012-12-31,NCH,890,13661.4755556
2013-01-01,NCH,964,15177.98375
2013-01-02,NCH,1788,23341.4102778
2013-01-03,NCH,2004,28038.4793056
2013-01-04,NCH,2080,29249.61625
2013-01-05,NCH,1990,31035.4988889
2013-01-06,NCH,1994,30703.8218056
2013-01-07,NCH,2522,35594.4984722
2013-01-08,NCH,2514,35111.0645833
2013-01-09,NCH,2543,35627.0083333
2013-01-10,NCH,2418,32923.8720833
2013-01-11,NCH,2017,27617.6927778
2013-01-12,NCH,1736,25781.4458333
2013-01-13,NCH,1889,28253.8122222
2013-01-14,NCH,2366,32744.4065278
2013-01-15,NCH,2345,32306.9229167
2013-01-16,NCH,2300,32771.7497222
2013-01-17,NCH,2245,31002.0670833
2013-01-18,NCH,1929,28150.0658333
2013-01-19,NCH,1760,26552.3909722
2013-01-20,NCH,1963,29210.6568056
2013-01-21,NCH,2256,31929.3145833
2013-01-22,NCH,2299,31857.0613889
2013-01-23,NCH,2529,35501.7577778
2013-01-24,NCH,2725,35996.6954167
2013-01-25,NCH,2409,32610.83125
2013-01-26,NCH,1973,28354.2675
2013-01-27,NCH,1886,27509.2947222
2013-01-28,NCH,2191,29754.9576389
2013-01-29,NCH,2253,31292.47
2013-01-30,NCH,2333,31927.9959722
2013-01-31,NCH,2431,33512.5919444
2013-02-01,NCH,2393,32266.6541667
2013-02-02,NCH,2020,29818.5454167
2013-02-03,NCH,2095,30362.3273611
2013-02-04,NCH,2529,33961.9918056
2013-02-05,NCH,2431,32164.6994444
2013-02-06,NCH,2436,31888.9375
2013-02-07,NCH,2791,36558.1981944
2013-02-08,NCH,2676,36712.3108333
2013-02-09,NCH,2328,33953.1045833
2013-02-10,NCH,2344,33167.65875
2013-02-11,NCH,2842,37013.1948611
2013-02-12,NCH,2832,37415.1579167
2013-02-13,NCH,2878,37346.7994444
2013-02-14,NCH,2937,37211.5969444
2013-02-15,NCH,2769,37522.4794444
2013-02-16,NCH,2373,34949.1044444
2013-02-17,NCH,2453,35433.1783333
2013-02-18,NCH,3286,41564.7126389
2013-02-19,NCH,3302,44170.4470833
2013-02-20,NCH,3075,41158.1336111
2013-02-21,NCH,2931,36955.1272222
2013-02-22,NCH,2692,35306.7594444
2013-02-23,NCH,2295,33974.5833333
2013-02-24,NCH,2259,32976.1861111
2013-02-25,NCH,2817,36758.2663889
2013-02-26,NCH,3161,41606.8784722
2013-02-27,NCH,3171,43263.2356944
2013-02-28,NCH,3147,39644.58125
2013-03-01,NCH,2661,35656.6093056
2013-03-02,NCH,2404,34882.665
2013-03-03,NCH,2463,34512.5509722
2013-03-04,NCH,3314,40687.9436111
2013-03-05,NCH,3097,41123.7905556
2013-03-06,NCH,3092,40397.0086111
2013-03-07,NCH,2865,35684.94125
2013-03-08,NCH,2770,35468.8595833
2013-03-09,NCH,2498,35001.7490278
2013-03-10,NCH,2398,31541.4468056
2013-03-11,NCH,2917,35755.2343056
2013-03-12,NCH,3073,37468.5748611
2013-03-13,NCH,3153,39789.8343056
2013-03-14,NCH,2969,37759.1552778
2013-03-15,NCH,2657,33709.2229167
2013-03-16,NCH,2226,32337.7954167
2013-03-17,NCH,2336,33130.185
2013-03-18,NCH,2837,36201.8572222
2013-03-19,NCH,3178,40072.5293056
2013-03-20,NCH,3183,40769.1104167
2013-03-21,NCH,2972,37066.8004167
2013-03-22,NCH,2506,31902.5904167
2013-03-23,NCH,2226,31848.3576389
2013-03-24,NCH,2229,32243.4340278
2013-03-25,NCH,2833,35031.94625
2013-03-26,NCH,2781,35963.04125
2013-03-27,NCH,2624,36491.5163889
2013-03-28,NCH,2460,33482.5269444
2013-03-29,NCH,2094,29633.86625
2013-03-30,NCH,1912,29169.1933333
2013-03-31,NCH,1918,29020.7859722
2013-04-01,NCH,2458,32752.7143056
2013-04-02,NCH,3118,40035.2884722
2013-04-03,NCH,3184,41640.5026389
2013-04-04,NCH,3110,39658.3670833
2013-04-05,NCH,2703,34613.475
2013-04-06,NCH,2408,33707.0338889
2013-04-07,NCH,2416,33520.6901389
2013-04-08,NCH,3253,40910.2118056
2013-04-09,NCH,3209,40969.1029167
2013-04-10,NCH,2979,40589.8698611
2013-04-11,NCH,2983,39603.9527778
2013-04-12,NCH,2717,35523.8811111
2013-04-13,NCH,2274,32257.88
2013-04-14,NCH,2269,31489.2679167
2013-04-15,NCH,3122,41049.3752778
2013-04-16,NCH,3285,44202.6988889
2013-04-17,NCH,3326,44683.1722222
2013-04-18,NCH,2868,38259.1516667
2013-04-19,NCH,2655,36371.8104167
2013-04-20,NCH,2454,37183.9043056
2013-04-21,NCH,2748,38789.2281944
2013-04-22,NCH,3323,44314.1816667
2013-04-23,NCH,3049,42929.9186111
2013-04-24,NCH,3133,43144.7925
2013-04-25,NCH,3269,44774.7979167
2013-04-26,NCH,2883,38268.2475
2013-04-27,NCH,2168,31962.0995833
2013-04-28,NCH,2245,31855.5220833
2013-04-29,NCH,2913,38593.2494444
2013-04-30,NCH,2965,39840.7533333
2013-05-01,NCH,2879,41100.6706944
2013-05-02,NCH,3221,43725.6827778
2013-05-03,NCH,2998,40897.2058333
2013-05-04,NCH,2355,35427.5109722
2013-05-05,NCH,2459,35001.5433333
2013-05-06,NCH,3463,45757.3543056
2013-05-07,NCH,3468,46740.6323611
2013-05-08,NCH,3288,42075.9801389
2013-05-09,NCH,2885,38595.1159722
2013-05-10,NCH,2726,36401.6643056
2013-05-11,NCH,2200,33282.695
2013-05-12,NCH,2392,33933.8530556
2013-05-13,NCH,3061,40405.5405556
2013-05-14,NCH,3301,44266.0980556
2013-05-15,NCH,3389,43580.3213889
2013-05-16,NCH,3155,41517.81625
2013-05-17,NCH,2870,40145.9705556
2013-05-18,NCH,2392,37242.3916667
2013-05-19,NCH,2412,36582.7247222
2013-05-20,NCH,3390,45453.5697222
2013-05-21,NCH,3684,48982.94625
2013-05-22,NCH,3439,44633.3463889
2013-05-23,NCH,3040,38484.6079167
2013-05-24,NCH,2775,36476.6126389
2013-05-25,NCH,2289,34704.2570833
2013-05-26,NCH,2383,35070.4655556
2013-05-27,NCH,3415,45371.3197222
2013-05-28,NCH,3558,47967.5234722
2013-05-29,NCH,3493,46862.5772222
2013-05-30,NCH,3310,36957.5758333
2013-05-31,NCH,1299,4386.01666667
2013-06-01,NCH,2258,30158.1718056
2013-06-02,NCH,2297,32995.8084722
2013-06-03,NCH,3529,45560.2134722
2013-06-04,NCH,3869,52040.35625
2013-06-05,NCH,4182,54316.0423611
2013-06-06,NCH,4209,52808.4830556
2013-06-07,NCH,3380,42807.7704167
2013-06-08,NCH,2401,35567.7601389
2013-06-09,NCH,2646,36619.7243056
2013-06-10,NCH,4038,51455.9120833
2013-06-11,NCH,3980,52219.1308333
2013-06-12,NCH,4087,52782.6423611
2013-06-13,NCH,3883,47978.2415278
2013-06-14,NCH,3169,39879.13375
2013-06-15,NCH,2362,35464.785
2013-06-16,NCH,2788,37663.2458333
2013-06-17,NCH,4259,55480.75875
2013-06-18,NCH,4423,57986.6815278
2013-06-19,NCH,4435,58012.0348611
2013-06-20,NCH,4314,56345.4745833
2013-06-21,NCH,3556,45449.5318056
2013-06-22,NCH,2337,35207.3809722
2013-06-23,NCH,2453,34643.4508333
2013-06-24,NCH,3784,48124.8820833
2013-06-25,NCH,3751,50004.5304167
2013-06-26,NCH,3606,47990.9083333
2013-06-27,NCH,3741,48543.6643056
2013-06-28,NCH,3300,43045.3095833
2013-06-29,NCH,2454,36701.1718056
2013-06-30,NCH,2708,37205.0293056
2013-07-01,NCH,4302,55567.9090278
2013-07-02,NCH,4167,54753.0398611
2013-07-03,NCH,4332,57561.0465278
2013-07-04,NCH,4194,53298.8575
2013-07-05,NCH,3360,43012.18625
2013-07-06,NCH,2519,37743.2272222
2013-07-07,NCH,2789,38710.4565278
2013-07-08,NCH,4342,55442.8579167
2013-07-09,NCH,4371,57804.3772222
2013-07-10,NCH,4187,56141.8223611
2013-07-11,NCH,4384,55607.5805556
2013-07-12,NCH,3636,47259.8723611
2013-07-13,NCH,2617,39274.0272222
2013-07-14,NCH,2792,39126.0975
2013-07-15,NCH,4224,55014.1975
2013-07-16,NCH,4176,55172.9654167
2013-07-17,NCH,4412,57395.6040278
2013-07-18,NCH,4307,56834.4568056
2013-07-19,NCH,3592,45199.3275
2013-07-20,NCH,2624,38970.1597222
2013-07-21,NCH,2713,38543.3929167
2013-07-22,NCH,4213,54749.3577778
2013-07-23,NCH,4167,56531.6416667
2013-07-24,NCH,4060,55298.7238889
2013-07-25,NCH,4099,54130.5759722
2013-07-26,NCH,3497,45467.8984722
2013-07-27,NCH,2565,37944.3506944
2013-07-28,NCH,2736,37240.1790278
2013-07-29,NCH,4140,52330.9748611
2013-07-30,NCH,3948,50730.0322222
2013-07-31,NCH,3740,48686.1051389
2013-08-01,NCH,4063,50929.0258333
2013-08-02,NCH,3407,42443.3281944
2013-08-03,NCH,2365,33918.0136111
2013-08-04,NCH,2715,36455.3183333
2013-08-05,NCH,3844,49708.6576389
2013-08-06,NCH,4063,51395.9945833
2013-08-07,NCH,4142,50805.9495833
2013-08-08,NCH,4073,50620.6240278
2013-08-09,NCH,3288,41151.4131944
2013-08-10,NCH,2414,34404.2126389
2013-08-11,NCH,2627,36127.6448611
2013-08-12,NCH,4043,49492.8952778
2013-08-13,NCH,4002,49685.2006944
2013-08-14,NCH,3622,46348.1648611
2013-08-15,NCH,3418,46058.065
2013-08-16,NCH,3428,43178.7602778
2013-08-17,NCH,2487,36853.5679167
2013-08-18,NCH,2618,36551.9708333
2013-08-19,NCH,3832,48993.7351389
2013-08-20,NCH,3702,48707.5720833
2013-08-21,NCH,3759,49873.8130556
2013-08-22,NCH,3863,50531.70375
2013-08-23,NCH,3390,42740.7943056
2013-08-24,NCH,2378,35394.0372222
2013-08-25,NCH,2726,37550.8116667
2013-08-26,NCH,4112,50915.6401389
2013-08-27,NCH,4280,54625.6241667
2013-08-28,NCH,4190,54974.67625
2013-08-29,NCH,3891,50021.395
2013-08-30,NCH,3270,42134.46375
2013-08-31,NCH,2398,34729.77875
2013-09-01,NCH,2597,35684.8327778
2013-09-02,NCH,3456,40536.1888889
2013-09-03,NCH,3413,36408.6261111
2013-09-04,NCH,4379,56611.2601389
2013-09-05,NCH,4111,50627.4672222
2013-09-06,NCH,3211,39939.3152778
2013-09-07,NCH,2395,35345.9306944
2013-09-08,NCH,2645,36994.5843056
2013-09-09,NCH,3921,49337.3323611
2013-09-10,NCH,3796,47439.8970833
2013-09-11,NCH,3804,49120.0377778
2013-09-12,NCH,3799,48323.9990278
2013-09-13,NCH,3307,42506.3830556
2013-09-14,NCH,2539,36719.7077778
2013-09-15,NCH,2387,32858.7481944
2013-09-16,NCH,3246,40490.9545833
2013-09-17,NCH,3177,41240.9748611
2013-09-18,NCH,3743,47452.2570833
2013-09-19,NCH,3922,48895.5722222
2013-09-20,NCH,3347,43851.1001389
2013-09-21,NCH,2711,40122.9029167
2013-09-22,NCH,2766,38323.2427778
2013-09-23,NCH,4149,51792.2805556
2013-09-24,NCH,4459,57220.4
2013-09-25,NCH,4467,56827.3038889
2013-09-26,NCH,4381,52557.8979167
2013-09-27,NCH,3516,43594.13625
2013-09-28,NCH,2739,38874.5520833
2013-09-29,NCH,2775,37312.905
2013-09-30,NCH,3899,47885.3452778
2013-10-01,NCH,4012,50586.7548611
2013-10-02,NCH,3967,49182.565
2013-10-03,NCH,3489,44000.7738889
2013-10-04,NCH,2997,38375.5959722
2013-10-05,NCH,2459,35348.1879167
2013-10-06,NCH,2664,36678.6523611
2013-10-07,NCH,4006,50031.4793056
2013-10-08,NCH,4145,52937.9706944
2013-10-09,NCH,4101,49380.5747222
2013-10-10,NCH,3539,44225.4383333
2013-10-11,NCH,2940,38976.5159722
2013-10-12,NCH,2630,38574.3644444
2013-10-13,NCH,2931,40253.4190278
2013-10-14,NCH,4240,52904.0801389
2013-10-15,NCH,4235,53984.2240278
2013-10-16,NCH,3931,49762.3202778
2013-10-17,NCH,3827,46078.0613889
2013-10-18,NCH,3153,40423.2001389
2013-10-19,NCH,2468,36510.4976389
2013-10-20,NCH,2557,35952.1019444
2013-10-21,NCH,3882,48942.3588889
2013-10-22,NCH,3815,49836.4833333
2013-10-23,NCH,3802,47662.35875
2013-10-24,NCH,3668,46099.0598611
2013-10-25,NCH,3282,42217.4058333
2013-10-26,NCH,2497,36383.5754167
2013-10-27,NCH,2432,33904.0659722
2013-10-28,NCH,3497,42679.0775
2013-10-29,NCH,3942,47682.4531944
2013-10-30,NCH,4020,50755.2184722
2013-10-31,NCH,3563,44435.4780556
2013-11-01,NCH,2759,37463.4148611
2013-11-02,NCH,2437,33466.8215278
2013-11-03,NCH,2437,34384.5963889
2013-11-04,NCH,3608,43979.8323611
2013-11-05,NCH,3558,44235.6891667
2013-11-06,NCH,3854,48278.0681944
2013-11-07,NCH,4126,50248.2397222
2013-11-08,NCH,3724,45508.59125
2013-11-09,NCH,2768,38549.3927778
2013-11-10,NCH,2577,35462.1827778
2013-11-11,NCH,3439,43329.2768056
2013-11-12,NCH,3654,46427.3744444
2013-11-13,NCH,3925,52219.1584722
2013-11-14,NCH,3721,47365.5551389
2013-11-15,NCH,3133,40654.67375
2013-11-16,NCH,2444,37660.8631944
2013-11-17,NCH,2634,37861.0313889
2013-11-18,NCH,3972,50796.0652778
2013-11-19,NCH,3511,46556.8772222
2013-11-20,NCH,3784,47713.26125
2013-11-21,NCH,3470,45107.9993056
2013-11-22,NCH,3426,43280.3418056
2013-11-23,NCH,2747,39327.5179167
2013-11-24,NCH,2604,36673.9647222
2013-11-25,NCH,3777,46806.1976389
2013-11-26,NCH,3728,49272.3481944
2013-11-27,NCH,3636,47840.0998611
2013-11-28,NCH,3703,48092.6886111
2013-11-29,NCH,3477,41769.4820833
2013-11-30,NCH,2423,34447.6494444
2013-12-01,NCH,2402,34057.1705556
2013-12-02,NCH,3757,48524.3327778
2013-12-03,NCH,3726,50658.0572222
2013-12-04,NCH,3803,48040.14875
2013-12-05,NCH,3450,44061.0143056
2013-12-06,NCH,2913,37976.7975
2013-12-07,NCH,2325,34252.8115278
2013-12-08,NCH,2521,35897.2016667
2013-12-09,NCH,4281,54255.0380556
2013-12-10,NCH,4176,55789.9234722
2013-12-11,NCH,4096,55807.8918056
2013-12-12,NCH,3985,51931.55125
2013-12-13,NCH,3372,41227.9641667
2013-12-14,NCH,2458,34734.8173611
2013-12-15,NCH,2277,33398.2530556
2013-12-16,NCH,3553,44845.4991667
2013-12-17,NCH,3671,47000.7311111
2013-12-18,NCH,3367,43827.4009722
2013-12-19,NCH,2906,37368.035
2013-12-20,NCH,2484,31069.4763889
2013-12-21,NCH,1969,28798.1069444
2013-12-22,NCH,1996,28360.1869444
2013-12-23,NCH,2023,24685.6743056
2013-12-24,NCH,1193,17638.5030556
2013-12-25,NCH,1094,17372.0501389
2013-12-26,NCH,1597,20428.3640278
2013-12-27,NCH,1931,24592.4861111
2013-12-28,NCH,1971,27712.1844444
2013-12-29,NCH,1998,27948.0329167
2013-12-30,NCH,1985,24061.7727778
2013-12-31,NCH,1128,16628.2202778
2014-01-01,NCH,1102,16322.4581944
2014-01-02,NCH,2388,28359.2983333
2014-01-03,NCH,2486,29514.9580556
2014-01-04,NCH,1842,24833.5051389
2014-01-05,NCH,2008,25947.8127778
2014-01-06,NCH,2266,28511.2344444
2014-01-07,NCH,3293,40173.1269444
2014-01-08,NCH,3767,45244.0198611
2014-01-09,NCH,3784,46795.7379167
2014-01-10,NCH,3406,41593.2641667
2014-01-11,NCH,2633,36098.09375
2014-01-12,NCH,2527,33902.5008333
2014-01-13,NCH,3948,48940.2469444
2014-01-14,NCH,4061,51187.4234722
2014-01-15,NCH,4050,51442.3205556
2014-01-16,NCH,3847,48464.5988889
2014-01-17,NCH,3071,37991.5084722
2014-01-18,NCH,2387,32918.2005556
2014-01-19,NCH,2423,33081.1729167
2014-01-20,NCH,3842,46526.1215278
2014-01-21,NCH,3763,48095.8186111
2014-01-22,NCH,4059,51183.9970833
2014-01-23,NCH,4090,49443.1263889
2014-01-24,NCH,3520,40951.78
2014-01-25,NCH,2494,33659.2381944
2014-01-26,NCH,2151,28931.7448611
2014-01-27,NCH,3168,38624.3213889
2014-01-28,NCH,3210,39227.9998611
2014-01-29,NCH,3668,44845.1970833
2014-01-30,NCH,3550,43397.3115278
2014-01-31,NCH,2913,35603.0418056
2014-02-01,NCH,2018,28542.355
2014-02-02,NCH,2066,29114.6765278
2014-02-03,NCH,3257,40608.4561111
2014-02-04,NCH,3548,44792.4204167
2014-02-05,NCH,3579,45442.6895833
2014-02-06,NCH,3712,44542.3926389
2014-02-07,NCH,3246,38438.5876389
2014-02-08,NCH,2250,31813.6381944
2014-02-09,NCH,2368,32616.1829167
2014-02-10,NCH,3713,45215.4475
2014-02-11,NCH,3785,47195.7643056
