date,flag,vessels_fishing,fishing_hours
2015-02-19,FJI,4,104.55875
2015-02-20,FJI,4,71.5758333333
2015-02-21,FJI,4,75.1484722222
2015-02-22,FJI,5,98.6813888889
2015-02-23,FJI,6,118.422916667
2015-02-24,FJI,6,120.058194444
2015-02-25,FJI,4,85.2866666667
2015-02-26,FJI,5,94.0779166667
2015-02-27,FJI,6,113.038194444
2015-02-28,FJI,5,109.363055556
2015-03-01,FJI,6,97.0673611111
2015-03-02,FJI,4,78.1440277778
2015-03-03,FJI,6,123.985
2015-03-04,FJI,5,111.007638889
2015-03-05,FJI,6,73.1975
2015-03-06,FJI,6,96.1527777778
2015-03-07,FJI,4,55.3623611111
2015-03-08,FJI,5,77.4290277778
2015-03-09,FJI,6,110.246944444
2015-03-10,FJI,6,72.8534722222
2015-03-11,FJI,6,94.7123611111
2015-03-12,FJI,4,97.4629166667
2015-03-13,FJI,5,112.376527778
2015-03-14,FJI,6,137.50125
2015-03-15,FJI,6,135.331944444
2015-03-16,FJI,6,143.7025
2015-03-17,FJI,6,126.129027778
2015-03-18,FJI,6,130.636944444
2015-03-19,FJI,6,137.829027778
2015-03-20,FJI,6,116.924027778
2015-03-21,FJI,6,129.836805556
2015-03-22,FJI,5,109.519166667
2015-03-23,FJI,5,101.277222222
2015-03-24,FJI,3,46.0079166667
2015-03-25,FJI,5,86.9197222222
2015-03-26,FJI,3,62.83625
2015-03-27,FJI,4,84.7463888889
2015-03-28,FJI,4,73.3672222222
2015-03-29,FJI,3,52.7802777778
2015-03-30,FJI,3,31.1075
2015-03-31,FJI,5,120.206944444
2015-04-01,FJI,5,103.094305556
2015-04-02,FJI,5,106.136666667
2015-04-03,FJI,4,66.8908333333
2015-04-04,FJI,4,83.2222222222
2015-04-05,FJI,3,65.2566666667
2015-04-06,FJI,4,59.1791666667
2015-04-07,FJI,3,51.4033333333
2015-04-08,FJI,3,55.6265277778
2015-04-09,FJI,4,83.4413888889
2015-04-10,FJI,4,89.46
2015-04-11,FJI,4,73.20625
2015-04-12,FJI,5,91.8730555556
2015-04-13,FJI,4,70.5256944444
2015-04-14,FJI,4,93.1706944444
2015-04-15,FJI,5,77.8261111111
2015-04-16,FJI,6,113.5925
2015-04-17,FJI,5,125.591388889
2015-04-18,FJI,4,68.4476388889
2015-04-19,FJI,4,75.9591666667
2015-04-20,FJI,5,69.3704166667
2015-04-21,FJI,6,120.585694444
2015-04-22,FJI,6,123.442361111
2015-04-23,FJI,6,100.994166667
2015-04-24,FJI,4,71.4975
2015-04-25,FJI,4,96.7079166667
2015-04-26,FJI,4,73.735
2015-04-27,FJI,4,92.9216666667
2015-04-28,FJI,6,83.9693055556
2015-04-29,FJI,7,126.879583333
2015-04-30,FJI,7,128.894583333
2015-05-01,FJI,7,171.687361111
2015-05-02,FJI,7,131.908333333
2015-05-03,FJI,7,150.489861111
2015-05-04,FJI,7,140.203472222
2015-05-05,FJI,6,125.504027778
2015-05-06,FJI,6,157.375416667
2015-05-07,FJI,8,123.760277778
2015-05-08,FJI,8,148.22125
2015-05-09,FJI,8,169.693194444
2015-05-10,FJI,8,135.401388889
2015-05-11,FJI,7,83.6334722222
2015-05-12,FJI,5,109.928333333
2015-05-13,FJI,6,122.506805556
2015-05-14,FJI,7,98.8277777778
2015-05-15,FJI,9,149.598888889
2015-05-16,FJI,9,201.31875
2015-05-17,FJI,9,160.868888889
2015-05-18,FJI,9,159.602361111
2015-05-19,FJI,10,170.05125
2015-05-20,FJI,9,172.654722222
2015-05-21,FJI,9,191.891805556
2015-05-22,FJI,8,164.778333333
2015-05-23,FJI,7,151.2675
2015-05-24,FJI,8,141.795138889
2015-05-25,FJI,6,127.334444444
2015-05-26,FJI,9,163.081388889
2015-05-27,FJI,8,148.158472222
2015-05-28,FJI,7,169.568472222
2015-05-29,FJI,11,208.871527778
2015-05-30,FJI,13,210.567083333
2015-05-31,FJI,10,152.929305556
2015-06-01,FJI,8,180.904027778
2015-06-02,FJI,10,182.286666667
2015-06-03,FJI,11,195.799444444
2015-06-04,FJI,9,118.941111111
2015-06-05,FJI,6,113.657083333
2015-06-06,FJI,8,135.134722222
2015-06-07,FJI,8,147.87
2015-06-08,FJI,6,71.9909722222
2015-06-09,FJI,8,154.981527778
2015-06-10,FJI,8,146.895277778
2015-06-11,FJI,7,98.7794444444
2015-06-12,FJI,6,137.100555556
2015-06-13,FJI,7,136.720972222
2015-06-14,FJI,9,149.159861111
2015-06-15,FJI,10,165.580694444
2015-06-16,FJI,11,179.793611111
2015-06-17,FJI,12,279.562083333
2015-06-18,FJI,11,233.860138889
2015-06-19,FJI,13,234.280972222
2015-06-20,FJI,13,255.799166667
2015-06-21,FJI,13,228.355277778
2015-06-22,FJI,13,301.369027778
2015-06-23,FJI,13,196.650555556
2015-06-24,FJI,14,278.441944444
2015-06-25,FJI,13,197.646111111
2015-06-26,FJI,11,208.583055556
2015-06-27,FJI,11,215.82875
2015-06-28,FJI,10,206.911666667
2015-06-29,FJI,10,237.249027778
2015-06-30,FJI,9,179.093472222
2015-07-01,FJI,9,213.000416667
2015-07-02,FJI,9,175.371666667
2015-07-03,FJI,11,198.714305556
2015-07-04,FJI,12,235.896527778
2015-07-05,FJI,12,240.202916667
2015-07-06,FJI,11,194.924861111
2015-07-07,FJI,12,193.381527778
2015-07-08,FJI,11,229.577916667
2015-07-09,FJI,9,150.534166667
2015-07-10,FJI,12,253.617638889
2015-07-11,FJI,13,231.410833333
2015-07-12,FJI,14,276.635416667
2015-07-13,FJI,14,223.550972222
2015-07-14,FJI,11,210.210416667
2015-07-15,FJI,12,192.763472222
2015-07-16,FJI,13,226.669861111
2015-07-17,FJI,13,202.124027778
2015-07-18,FJI,11,253.646527778
2015-07-19,FJI,12,196.844444444
2015-07-20,FJI,12,234.992083333
2015-07-21,FJI,12,236.090416667
2015-07-22,FJI,11,229.002916667
2015-07-23,FJI,15,283.321527778
2015-07-24,FJI,15,256.145138889
2015-07-25,FJI,16,315.499305556
2015-07-26,FJI,17,284.295972222
2015-07-27,FJI,17,346.845138889
2015-07-28,FJI,14,310.46
2015-07-29,FJI,15,259.210972222
2015-07-30,FJI,16,283.598194444
2015-07-31,FJI,16,305.648333333
2015-08-01,FJI,16,285.909166667
2015-08-02,FJI,12,211.631388889
2015-08-03,FJI,10,200.105
2015-08-04,FJI,10,219.081944444
2015-08-05,FJI,11,245.248888889
2015-08-06,FJI,12,237.68
2015-08-07,FJI,13,264.157083333
2015-08-08,FJI,12,234.868194444
2015-08-09,FJI,13,222.693055556
2015-08-10,FJI,12,248.968611111
2015-08-11,FJI,12,229.225972222
2015-08-12,FJI,10,151.676666667
2015-08-13,FJI,9,154.410416667
2015-08-14,FJI,11,196.716388889
2015-08-15,FJI,13,238.547916667
2015-08-16,FJI,12,233.655555556
2015-08-17,FJI,9,195.701388889
2015-08-18,FJI,10,160.092777778
2015-08-19,FJI,12,216.600138889
2015-08-20,FJI,9,148.459305556
2015-08-21,FJI,9,216.158472222
2015-08-22,FJI,12,199.110555556
2015-08-23,FJI,14,243.672222222
2015-08-24,FJI,13,260.6675
2015-08-25,FJI,14,277.008472222
2015-08-26,FJI,13,225.248472222
2015-08-27,FJI,14,262.270555556
2015-08-28,FJI,13,297.105138889
2015-08-29,FJI,15,236.749861111
2015-08-30,FJI,16,370.199444444
2015-08-31,FJI,15,282.709722222
2015-09-01,FJI,14,307.360277778
2015-09-02,FJI,14,280.042222222
2015-09-03,FJI,11,219.357361111
2015-09-04,FJI,13,222.525555556
2015-09-05,FJI,12,238.296527778
2015-09-06,FJI,12,287.851527778
2015-09-07,FJI,13,226.656805556
2015-09-08,FJI,12,228.975416667
2015-09-09,FJI,13,249.784305556
2015-09-10,FJI,15,306.293333333
2015-09-11,FJI,14,216.948611111
2015-09-12,FJI,14,281.67875
2015-09-13,FJI,16,279.3025
2015-09-14,FJI,13,242.671666667
2015-09-15,FJI,13,293.62125
2015-09-16,FJI,15,283.415833333
2015-09-17,FJI,16,344.466388889
2015-09-18,FJI,15,267.566388889
2015-09-19,FJI,11,211.614861111
2015-09-20,FJI,11,175.072222222
2015-09-21,FJI,14,239.720833333
2015-09-22,FJI,13,248.397638889
2015-09-23,FJI,12,233.861388889
2015-09-24,FJI,11,218.276527778
2015-09-25,FJI,19,359.57625
2015-09-26,FJI,16,329.570694444
2015-09-27,FJI,17,370.82875
2015-09-28,FJI,15,274.525972222
2015-09-29,FJI,13,319.491805556
2015-09-30,FJI,14,305.109444444
2015-10-01,FJI,14,274.341805556
2015-10-02,FJI,14,301.070833333
2015-10-03,FJI,14,298.305138889
2015-10-04,FJI,15,286.229027778
2015-10-05,FJI,13,253.312361111
2015-10-06,FJI,12,260.636944444
2015-10-07,FJI,12,217.113888889
2015-10-08,FJI,10,194.142916667
2015-10-09,FJI,10,212.468194444
2015-10-10,FJI,9,177.054444444
2015-10-11,FJI,11,174.220555556
2015-10-12,FJI,11,258.754027778
2015-10-13,FJI,13,252.662638889
2015-10-14,FJI,14,284.325555556
2015-10-15,FJI,15,306.17375
2015-10-16,FJI,16,294.450416667
2015-10-17,FJI,15,283.258888889
2015-10-18,FJI,14,296.511666667
2015-10-19,FJI,16,344.788055556
2015-10-20,FJI,16,324.358333333
2015-10-21,FJI,16,317.033333333
2015-10-22,FJI,19,364.187638889
2015-10-23,FJI,18,374.962916667
2015-10-24,FJI,19,426.675138889
2015-10-25,FJI,19,369.193611111
2015-10-26,FJI,19,435.23875
2015-10-27,FJI,16,349.950833333
2015-10-28,FJI,18,378.543888889
2015-10-29,FJI,17,374.262083333
2015-10-30,FJI,18,380.311527778
2015-10-31,FJI,19,347.688472222
2015-11-01,FJI,18,374.422222222
2015-11-02,FJI,16,299.716805556
2015-11-03,FJI,13,287.766111111
2015-11-04,FJI,14,284.296111111
2015-11-05,FJI,13,242.641527778
2015-11-06,FJI,12,233.595833333
2015-11-07,FJI,14,312.137638889
2015-11-08,FJI,17,307.477777778
2015-11-09,FJI,17,373.065833333
2015-11-10,FJI,17,338.120555556
2015-11-11,FJI,17,342.592638889
2015-11-12,FJI,17,370.81625
2015-11-13,FJI,15,328.006944444
2015-11-14,FJI,16,291.710555556
2015-11-15,FJI,17,319.180277778
2015-11-16,FJI,16,330.613472222
2015-11-17,FJI,14,323.214166667
2015-11-18,FJI,15,264.692361111
2015-11-19,FJI,15,331.595833333
2015-11-20,FJI,18,400.165416667
2015-11-21,FJI,16,322.337916667
2015-11-22,FJI,18,311.360972222
2015-11-23,FJI,19,367.441527778
2015-11-24,FJI,19,401.654444444
2015-11-25,FJI,19,424.926944444
2015-11-26,FJI,20,422.982916667
2015-11-27,FJI,22,416.884444444
2015-11-28,FJI,21,501.183611111
2015-11-29,FJI,21,468.402083333
2015-11-30,FJI,20,486.883333333
2015-12-01,FJI,21,474.738055556
2015-12-02,FJI,22,517.918472222
2015-12-03,FJI,23,502.309722222
2015-12-04,FJI,23,467.315833333
2015-12-05,FJI,21,415.54125
2015-12-06,FJI,22,493.563333333
2015-12-07,FJI,23,457.59375
2015-12-08,FJI,24,470.406805556
2015-12-09,FJI,23,502.793055556
2015-12-10,FJI,24,548.844166667
2015-12-11,FJI,24,506.634444444
2015-12-12,FJI,22,548.019861111
2015-12-13,FJI,24,492.372916667
2015-12-14,FJI,22,444.307916667
2015-12-15,FJI,21,429.936805556
2015-12-16,FJI,21,384.766527778
2015-12-17,FJI,19,392.01375
2015-12-18,FJI,18,345.190972222
2015-12-19,FJI,20,347.681388889
2015-12-20,FJI,19,394.638194444
2015-12-21,FJI,18,312.636111111
2015-12-22,FJI,21,362.776111111
2015-12-23,FJI,18,388.093333333
2015-12-24,FJI,23,438.623055556
2015-12-25,FJI,21,439.500555556
2015-12-26,FJI,20,382.811805556
2015-12-27,FJI,22,447.866805556
2015-12-28,FJI,23,477.797777778
2015-12-29,FJI,22,515.1425
2015-12-30,FJI,21,470.766666667
2015-12-31,FJI,21,403.71125
2016-01-01,FJI,19,383.868472222
2016-01-02,FJI,20,448.621527778
2016-01-03,FJI,21,452.113472222
2016-01-04,FJI,20,448.113333333
2016-01-05,FJI,19,411.571527778
2016-01-06,FJI,19,409.176527778
2016-01-07,FJI,21,385.717777778
2016-01-08,FJI,21,453.72875
2016-01-09,FJI,21,412.495
2016-01-10,FJI,21,418.651666667
2016-01-11,FJI,23,480.917222222
2016-01-12,FJI,21,479.2225
2016-01-13,FJI,22,424.012638889
2016-01-14,FJI,19,353.984861111
2016-01-15,FJI,19,293.918611111
2016-01-16,FJI,21,364.305694444
2016-01-17,FJI,21,391.868055556
2016-01-18,FJI,22,388.630277778
2016-01-19,FJI,19,349.900833333
2016-01-20,FJI,21,390.382638889
2016-01-21,FJI,21,350.271666667
2016-01-22,FJI,13,256.585694444
2016-01-23,FJI,18,387.747222222
2016-01-24,FJI,19,377.188055556
2016-01-25,FJI,17,377.606388889
2016-01-26,FJI,20,385.550694444
2016-01-27,FJI,20,428.975555556
2016-01-28,FJI,21,422.871527778
2016-01-29,FJI,19,345.231805556
2016-01-30,FJI,16,307.942777778
2016-01-31,FJI,15,259.274027778
2016-02-01,FJI,15,258.238472222
2016-02-02,FJI,15,307.469722222
2016-02-03,FJI,16,285.781944444
2016-02-04,FJI,16,334.66625
2016-02-05,FJI,15,319.698333333
2016-02-06,FJI,16,313.897916667
2016-02-07,FJI,18,311.053611111
2016-02-08,FJI,13,289.530138889
2016-02-09,FJI,18,274.900138889
2016-02-10,FJI,16,306.165972222
2016-02-11,FJI,18,332.074583333
2016-02-12,FJI,15,285.1925
2016-02-13,FJI,17,279.764444444
2016-02-14,FJI,15,254.780138889
2016-02-15,FJI,13,225.824305556
2016-02-16,FJI,14,284.441388889
2016-02-17,FJI,17,327.478888889
2016-02-18,FJI,16,320.892083333
2016-02-19,FJI,16,313.873333333
2016-02-20,FJI,17,362.89625
2016-02-21,FJI,18,364.600833333
2016-02-22,FJI,15,325.385277778
2016-02-23,FJI,16,275.74125
2016-02-24,FJI,15,276.714166667
2016-02-25,FJI,16,295.770833333
2016-02-26,FJI,16,316.633888889
2016-02-27,FJI,15,272.293194444
2016-02-28,FJI,15,294.024027778
2016-02-29,FJI,14,296.412083333
2016-03-01,FJI,12,226.306388889
2016-03-02,FJI,13,266.267777778
2016-03-03,FJI,15,336.291666667
2016-03-04,FJI,17,307.079444444
2016-03-05,FJI,17,317.155972222
2016-03-06,FJI,17,304.204861111
2016-03-07,FJI,15,328.628333333
2016-03-08,FJI,16,266.959305556
2016-03-09,FJI,16,252.901111111
2016-03-10,FJI,15,318.487777778
2016-03-11,FJI,16,332.94375
2016-03-12,FJI,13,236.076944444
2016-03-13,FJI,13,261.730694444
2016-03-14,FJI,10,200.304305556
2016-03-15,FJI,16,233.230138889
2016-03-16,FJI,15,288.679583333
2016-03-17,FJI,16,283.789444444
2016-03-18,FJI,17,351.56375
2016-03-19,FJI,17,385.024583333
2016-03-20,FJI,19,393.85625
2016-03-21,FJI,20,358.888055556
2016-03-22,FJI,21,438.731944444
2016-03-23,FJI,20,424.232777778
2016-03-24,FJI,22,390.021527778
2016-03-25,FJI,21,371.01125
2016-03-26,FJI,22,431.767916667
2016-03-27,FJI,21,459.1875
2016-03-28,FJI,20,405.123611111
2016-03-29,FJI,16,326.313333333
2016-03-30,FJI,18,320.655277778
2016-03-31,FJI,20,318.951111111
2016-04-01,FJI,17,345.228888889
2016-04-02,FJI,17,375.738888889
2016-04-03,FJI,19,434.458611111
2016-04-04,FJI,19,346.074027778
2016-04-05,FJI,16,319.113611111
2016-04-06,FJI,17,310.942638889
2016-04-07,FJI,17,296.837916667
2016-04-08,FJI,13,190.5025
2016-04-09,FJI,13,222.859444444
2016-04-10,FJI,13,254.959861111
2016-04-11,FJI,12,230.564722222
2016-04-12,FJI,15,241.720416667
2016-04-13,FJI,15,305.23875
2016-04-14,FJI,18,241.257777778
2016-04-15,FJI,17,283.678472222
2016-04-16,FJI,16,347.278055556
2016-04-17,FJI,17,335.585416667
2016-04-18,FJI,19,354.531805556
2016-04-19,FJI,18,338.136527778
2016-04-20,FJI,18,342.227916667
2016-04-21,FJI,16,343.830833333
2016-04-22,FJI,18,366.233472222
2016-04-23,FJI,16,333.02125
2016-04-24,FJI,14,287.751527778
2016-04-25,FJI,13,237.924861111
2016-04-26,FJI,13,240.31
2016-04-27,FJI,11,200.002916667
2016-04-28,FJI,11,195.032222222
2016-04-29,FJI,11,204.246527778
2016-04-30,FJI,14,243.18125
2016-05-01,FJI,14,257.453333333
2016-05-02,FJI,13,270.035416667
2016-05-03,FJI,15,275.221944444
2016-05-04,FJI,13,238.080416667
2016-05-05,FJI,14,295.453888889
2016-05-06,FJI,18,336.845694444
2016-05-07,FJI,19,420.221527778
2016-05-08,FJI,18,419.970972222
2016-05-09,FJI,19,414.0375
2016-05-10,FJI,18,410.067638889
2016-05-11,FJI,19,347.190972222
2016-05-12,FJI,18,303.012361111
2016-05-13,FJI,18,352.236111111
2016-05-14,FJI,17,318.700277778
2016-05-15,FJI,18,348.635
2016-05-16,FJI,16,337.926388889
2016-05-17,FJI,14,282.389444444
2016-05-18,FJI,19,380.296111111
2016-05-19,FJI,15,318.729305556
2016-05-20,FJI,16,286.071527778
2016-05-21,FJI,15,288.882916667
2016-05-22,FJI,14,259.254444444
2016-05-23,FJI,18,363.16125
2016-05-24,FJI,17,358.888611111
2016-05-25,FJI,16,361.355972222
2016-05-26,FJI,17,367.076666667
2016-05-27,FJI,13,223.951666667
2016-05-28,FJI,14,282.610138889
2016-05-29,FJI,16,353.431944444
2016-05-30,FJI,14,291.473611111
2016-05-31,FJI,17,381.971388889
2016-06-01,FJI,17,361.92625
2016-06-02,FJI,16,321.624166667
2016-06-03,FJI,16,353.754722222
2016-06-04,FJI,15,322.577777778
2016-06-05,FJI,16,307.391527778
2016-06-06,FJI,16,326.995416667
2016-06-07,FJI,15,316.797361111
2016-06-08,FJI,16,288.8725
2016-06-09,FJI,18,318.89
2016-06-10,FJI,17,352.207361111
2016-06-11,FJI,17,327.722361111
2016-06-12,FJI,15,307.186388889
2016-06-13,FJI,14,297.228333333
2016-06-14,FJI,17,336.837777778
2016-06-15,FJI,21,424.918472222
2016-06-16,FJI,20,385.441944444
2016-06-17,FJI,18,394.685972222
2016-06-18,FJI,21,390.844444444
2016-06-19,FJI,22,439.925555556
2016-06-20,FJI,21,455.0325
2016-06-21,FJI,21,453.8525
2016-06-22,FJI,18,383.346527778
2016-06-23,FJI,19,422.559444444
2016-06-24,FJI,20,335.160972222
2016-06-25,FJI,21,424.678611111
2016-06-26,FJI,22,442.560694444
2016-06-27,FJI,23,437.839861111
2016-06-28,FJI,21,431.350555556
2016-06-29,FJI,20,371.2675
2016-06-30,FJI,20,374.231805556
2016-07-01,FJI,20,401.348194444
2016-07-02,FJI,20,407.526805556
2016-07-03,FJI,22,478.358194444
2016-07-04,FJI,23,400.066111111
2016-07-05,FJI,19,370.477361111
2016-07-06,FJI,17,357.502916667
2016-07-07,FJI,18,350.945277778
2016-07-08,FJI,21,432.173888889
2016-07-09,FJI,20,379.142083333
2016-07-10,FJI,20,383.538333333
2016-07-11,FJI,19,405.341527778
2016-07-12,FJI,19,401.816944444
2016-07-13,FJI,19,415.427777778
2016-07-14,FJI,21,436.416388889
2016-07-15,FJI,21,406.741666667
2016-07-16,FJI,19,383.5925
2016-07-17,FJI,19,371.457638889
2016-07-18,FJI,20,388.414444444
2016-07-19,FJI,19,369.755555556
2016-07-20,FJI,23,446.534722222
2016-07-21,FJI,23,462.364583333
2016-07-22,FJI,23,478.853194444
2016-07-23,FJI,23,484.457361111
2016-07-24,FJI,23,458.6525
2016-07-25,FJI,22,454.906111111
2016-07-26,FJI,21,431.650416667
2016-07-27,FJI,20,431.285
2016-07-28,FJI,21,428.946388889
2016-07-29,FJI,23,413.323611111
2016-07-30,FJI,25,486.783472222
2016-07-31,FJI,23,493.780972222
2016-08-01,FJI,23,500.267361111
2016-08-02,FJI,22,447.468194444
2016-08-03,FJI,21,401.75625
2016-08-04,FJI,21,395.443888889
2016-08-05,FJI,23,393.670416667
2016-08-06,FJI,20,390.295277778
2016-08-07,FJI,22,480.44375
2016-08-08,FJI,23,460.185138889
2016-08-09,FJI,25,532.749305556
2016-08-10,FJI,24,516.983194444
2016-08-11,FJI,24,493.546944444
2016-08-12,FJI,25,537.868333333
2016-08-13,FJI,23,474.794027778
2016-08-14,FJI,23,449.678055556
2016-08-15,FJI,23,458.105
2016-08-16,FJI,21,451.468888889
2016-08-17,FJI,22,470.260555556
2016-08-18,FJI,22,443.680694444
2016-08-19,FJI,21,422.943611111
2016-08-20,FJI,20,377.201527778
2016-08-21,FJI,24,451.250416667
2016-08-22,FJI,22,411.995416667
2016-08-23,FJI,23,472.495694444
2016-08-24,FJI,27,524.15125
2016-08-25,FJI,24,546.961111111
2016-08-26,FJI,25,494.876388889
2016-08-27,FJI,24,508.972083333
2016-08-28,FJI,27,612.989027778
2016-08-29,FJI,26,583.934305556
2016-08-30,FJI,26,525.325416667
2016-08-31,FJI,24,488.572777778
2016-09-01,FJI,24,497.278888889
2016-09-02,FJI,23,474.009305556
2016-09-03,FJI,20,406.974305556
2016-09-04,FJI,21,487.826527778
2016-09-05,FJI,22,482.671111111
2016-09-06,FJI,20,424.255
2016-09-07,FJI,21,419.718333333
2016-09-08,FJI,20,400.062361111
2016-09-09,FJI,19,448.148611111
2016-09-10,FJI,20,453.555833333
2016-09-11,FJI,21,467.574305556
2016-09-12,FJI,21,463.527083333
2016-09-13,FJI,23,577.500833333
2016-09-14,FJI,26,602.688611111
2016-09-15,FJI,25,563.979583333
2016-09-16,FJI,22,490.023055556
2016-09-17,FJI,23,504.278472222
2016-09-18,FJI,24,496.534166667
2016-09-19,FJI,25,518.045694444
2016-09-20,FJI,22,425.597222222
2016-09-21,FJI,23,446.364305556
2016-09-22,FJI,26,444.988194444
2016-09-23,FJI,25,439.668194444
2016-09-24,FJI,23,475.436111111
2016-09-25,FJI,25,492.264861111
2016-09-26,FJI,24,508.426805556
2016-09-27,FJI,24,525.819722222
2016-09-28,FJI,25,554.570555556
2016-09-29,FJI,26,582.448055556
2016-09-30,FJI,27,654.074027778
2016-10-01,FJI,27,600.97875
2016-10-02,FJI,25,539.852361111
2016-10-03,FJI,25,501.708472222
2016-10-04,FJI,26,536.425555556
2016-10-05,FJI,24,463.457083333
2016-10-06,FJI,23,429.998611111
2016-10-07,FJI,22,426.417638889
2016-10-08,FJI,26,537.944027778
2016-10-09,FJI,25,568.275277778
2016-10-10,FJI,20,455.784166667
2016-10-11,FJI,25,470.423333333
2016-10-12,FJI,23,475.59
2016-10-13,FJI,24,512.546111111
2016-10-14,FJI,24,493.179305556
2016-10-15,FJI,22,430.653472222
2016-10-16,FJI,25,552.368472222
2016-10-17,FJI,25,547.475416667
2016-10-18,FJI,24,604.211666667
2016-10-19,FJI,26,538.347916667
2016-10-20,FJI,23,429.138472222
2016-10-21,FJI,25,505.513888889
2016-10-22,FJI,26,460.943055556
2016-10-23,FJI,25,526.925277778
2016-10-24,FJI,24,531.913888889
2016-10-25,FJI,25,530.715277778
2016-10-26,FJI,26,522.58375
2016-10-27,FJI,23,533.921666667
2016-10-28,FJI,26,553.042361111
2016-10-29,FJI,25,540.126805556
2016-10-30,FJI,26,560.813888889
2016-10-31,FJI,27,563.465138889
2016-11-01,FJI,24,525.249305556
2016-11-02,FJI,24,544.420416667
2016-11-03,FJI,24,440.920972222
2016-11-04,FJI,23,485.738194444
2016-11-05,FJI,23,534.769861111
2016-11-06,FJI,25,531.978194444
2016-11-07,FJI,26,578.688611111
2016-11-08,FJI,28,627.067361111
2016-11-09,FJI,28,609.855138889
2016-11-10,FJI,28,626.854583333
2016-11-11,FJI,25,575.698611111
2016-11-12,FJI,25,560.561666667
2016-11-13,FJI,29,627.272638889
2016-11-14,FJI,30,712.523055556
2016-11-15,FJI,29,632.392222222
2016-11-16,FJI,26,612.153611111
2016-11-17,FJI,26,602.223194444
2016-11-18,FJI,27,610.529861111
2016-11-19,FJI,26,578.583055556
2016-11-20,FJI,28,591.577638889
2016-11-21,FJI,24,467.88625
2016-11-22,FJI,22,451.560694444
2016-11-23,FJI,24,531.613472222
2016-11-24,FJI,23,516.321666667
2016-11-25,FJI,20,437.843333333
2016-11-26,FJI,23,424.744027778
2016-11-27,FJI,25,526.74875
2016-11-28,FJI,23,419.889583333
2016-11-29,FJI,18,390.745833333
2016-11-30,FJI,21,483.69875
2016-12-01,FJI,22,476.335555556
2016-12-02,FJI,19,478.652083333
2016-12-03,FJI,20,457.406388889
2016-12-04,FJI,19,414.035555556
2016-12-05,FJI,20,482.330694444
2016-12-06,FJI,20,496.514444444
2016-12-07,FJI,18,429.015694444
2016-12-08,FJI,20,472.294305556
2016-12-09,FJI,19,461.897083333
2016-12-10,FJI,20,467.9775
2016-12-11,FJI,20,466.813055556
2016-12-12,FJI,21,492.52875
2016-12-13,FJI,22,455.675972222
2016-12-14,FJI,19,310.614305556
2016-12-15,FJI,21,404.184722222
2016-12-16,FJI,21,442.203472222
2016-12-17,FJI,19,436.361111111
2016-12-18,FJI,18,382.028333333
2016-12-19,FJI,19,338.274444444
2016-12-20,FJI,21,417.747916667
2016-12-21,FJI,22,512.164722222
2016-12-22,FJI,25,568.066666667
2016-12-23,FJI,25,545.942361111
2016-12-24,FJI,27,596.149722222
2016-12-25,FJI,26,574.1075
2016-12-26,FJI,24,581.175277778
2016-12-27,FJI,23,508.175972222
2016-12-28,FJI,24,471.832361111
2016-12-29,FJI,23,483.742777778
2016-12-30,FJI,22,440.316388889
2016-12-31,FJI,22,377.079166667
2012-01-02,FLK,1,1.59375
2012-01-03,FLK,1,21.4636111111
2012-01-04,FLK,1,14.7055555556
2012-01-05,FLK,1,33.0027777778
2012-01-06,FLK,1,23.0765277778
2012-01-07,FLK,1,2.40930555556
2012-01-08,FLK,1,24.6455555556
2012-01-10,FLK,1,24.6654166667
2012-01-11,FLK,1,0.782777777778
2012-01-12,FLK,1,23.8568055556
2012-01-13,FLK,1,0.759583333333
2012-01-15,FLK,1,0.901388888889
2012-01-16,FLK,1,19.9484722222
2012-01-17,FLK,1,5.71
2012-01-23,FLK,1,9.235
2012-01-24,FLK,1,16.6134722222
2012-01-25,FLK,1,27.4590277778
2012-01-26,FLK,2,32.8808333333
2012-01-27,FLK,3,27.4319444444
2012-01-28,FLK,2,19.0631944444
2012-01-29,FLK,3,42.0295833333
2012-01-30,FLK,5,45.0813888889
2012-01-31,FLK,5,101.802638889
2012-02-01,FLK,6,114.931944444
2012-02-02,FLK,6,97.6269444444
2012-02-03,FLK,6,130.159027778
2012-02-04,FLK,6,144.203333333
2012-02-05,FLK,7,139.729722222
2012-02-06,FLK,6,124.658333333
2012-02-07,FLK,5,96.4772222222
2012-02-08,FLK,3,63.9968055556
2012-02-09,FLK,6,112.836111111
2012-02-10,FLK,7,112.473611111
2012-02-11,FLK,8,144.396666667
2012-02-12,FLK,8,158.911111111
2012-02-13,FLK,8,128.609583333
2012-02-14,FLK,10,194.49
2012-02-15,FLK,9,202.048611111
2012-02-16,FLK,11,167.146388889
2012-02-17,FLK,8,185.954305556
2012-02-18,FLK,9,168.92
2012-02-19,FLK,8,178.411805556
2012-02-20,FLK,7,152.855972222
2012-02-21,FLK,7,125.335833333
2012-02-22,FLK,4,67.5983333333
2012-02-23,FLK,9,89.8393055556
2012-02-24,FLK,13,232.912083333
2012-02-25,FLK,13,214.451944444
2012-02-26,FLK,14,307.151527778
2012-02-27,FLK,14,298.000277778
2012-02-28,FLK,14,302.633194444
2012-02-29,FLK,14,300.227222222
2012-03-01,FLK,15,336.905416667
2012-03-02,FLK,15,332.962222222
2012-03-03,FLK,15,322.164166667
